FIPS_Code,State,Area_name,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
31053,NE,"Dodge County, NE","60,853",96.1
31055,NE,"Douglas County, NE","67,264",106.3
31057,NE,"Dundy County, NE","45,446",71.8
31059,NE,"Fillmore County, NE","60,440",95.5
31061,NE,"Franklin County, NE","49,659",78.5
31063,NE,"Frontier County, NE","55,712",88.0
31065,NE,"Furnas County, NE","50,705",80.1
31067,NE,"Gage County, NE","56,817",89.8
31069,NE,"Garden County, NE","41,158",65.0
31071,NE,"Garfield County, NE","52,707",83.3
31073,NE,"Gosper County, NE","64,870",102.5
31075,NE,"Grant County, NE","60,773",96.0
31077,NE,"Greeley County, NE","48,178",76.1
31079,NE,"Hall County, NE","57,371",90.6
31081,NE,"Hamilton County, NE","68,236",107.8
31083,NE,"Harlan County, NE","53,362",84.3
31085,NE,"Hayes County, NE","46,399",73.3
31087,NE,"Hitchcock County, NE","49,451",78.1
31089,NE,"Holt County, NE","54,474",86.1
31091,NE,"Hooker County, NE","50,093",79.1
31093,NE,"Howard County, NE","56,881",89.9
31095,NE,"Jefferson County, NE","56,740",89.7
31097,NE,"Johnson County, NE","54,567",86.2
31099,NE,"Kearney County, NE","64,461",101.9
31101,NE,"Keith County, NE","51,478",81.3
31103,NE,"Keya Paha County, NE","46,010",72.7
31105,NE,"Kimball County, NE","52,284",82.6
31107,NE,"Knox County, NE","53,676",84.8
31109,NE,"Lancaster County, NE","61,383",97.0
31111,NE,"Lincoln County, NE","60,924",96.3
31113,NE,"Logan County, NE","53,108",83.9
31115,NE,"Loup County, NE","51,559",81.5
31117,NE,"McPherson County, NE","52,033",82.2
31119,NE,"Madison County, NE","58,275",92.1
31121,NE,"Merrick County, NE","53,411",84.4
31123,NE,"Morrill County, NE","49,982",79.0
31125,NE,"Nance County, NE","55,853",88.2
31127,NE,"Nemaha County, NE","55,343",87.4
31129,NE,"Nuckolls County, NE","48,624",76.8
31131,NE,"Otoe County, NE","66,293",104.7
31133,NE,"Pawnee County, NE","47,006",74.3
31135,NE,"Perkins County, NE","63,443",100.2
31137,NE,"Phelps County, NE","61,420",97.0
31139,NE,"Pierce County, NE","67,465",106.6
31141,NE,"Platte County, NE","62,804",99.2
31143,NE,"Polk County, NE","66,462",105.0
31145,NE,"Red Willow County, NE","50,260",79.4
31147,NE,"Richardson County, NE","50,207",79.3
31149,NE,"Rock County, NE","53,905",85.2
31151,NE,"Saline County, NE","59,937",94.7
31153,NE,"Sarpy County, NE","84,016",132.7
31155,NE,"Saunders County, NE","71,086",112.3
31157,NE,"Scotts Bluff County, NE","50,263",79.4
31159,NE,"Seward County, NE","72,291",114.2
31161,NE,"Sheridan County, NE","46,159",72.9
31163,NE,"Sherman County, NE","48,735",77.0
31165,NE,"Sioux County, NE","47,983",75.8
31167,NE,"Stanton County, NE","62,045",98.0
31169,NE,"Thayer County, NE","52,439",82.9
31171,NE,"Thomas County, NE","51,401",81.2
31173,NE,"Thurston County, NE","48,891",77.2
31175,NE,"Valley County, NE","47,981",75.8
31177,NE,"Washington County, NE","75,197",118.8
31179,NE,"Wayne County, NE","57,655",91.1
31181,NE,"Webster County, NE","49,518",78.2
31183,NE,"Wheeler County, NE","50,207",79.3
31185,NE,"York County, NE","59,749",94.4
32000,NV,Nevada,"63,268",100.0
32001,NV,"Churchill County, NV","56,335",89.0
32003,NV,"Clark County, NV","62,131",98.2
32005,NV,"Douglas County, NV","76,296",120.6
32007,NV,"Elko County, NV","83,287",131.6
32009,NV,"Esmeralda County, NV","50,675",80.1
32011,NV,"Eureka County, NV","71,541",113.1
32013,NV,"Humboldt County, NV","73,106",115.5
32015,NV,"Lander County, NV","81,239",128.4
32017,NV,"Lincoln County, NV","58,782",92.9
32019,NV,"Lyon County, NV","59,406",93.9
32021,NV,"Mineral County, NV","43,771",69.2
32023,NV,"Nye County, NV","48,490",76.6
32027,NV,"Pershing County, NV","58,562",92.6
32029,NV,"Storey County, NV","88,003",139.1
32031,NV,"Washoe County, NV","71,733",113.4
32033,NV,"White Pine County, NV","60,086",95.0
32510,NV,"Carson City, NV","58,126",91.9
33000,NH,New Hampshire,"78,571",100.0
33001,NH,"Belknap County, NH","68,752",87.5
33003,NH,"Carroll County, NH","64,495",82.1
33005,NH,"Cheshire County, NH","65,326",83.1
33007,NH,"Coos County, NH","49,156",62.6
33009,NH,"Grafton County, NH","62,468",79.5
33011,NH,"Hillsborough County, NH","82,862",105.5
33013,NH,"Merrimack County, NH","75,800",96.5
33015,NH,"Rockingham County, NH","91,416",116.3
33017,NH,"Strafford County, NH","71,486",91.0
33019,NH,"Sullivan County, NH","63,518",80.8
34000,NJ,New Jersey,"85,786",100.0
34001,NJ,"Atlantic County, NJ","62,678",73.1
34003,NJ,"Bergen County, NJ","107,971",125.9
34005,NJ,"Burlington County, NJ","88,443",103.1
34007,NJ,"Camden County, NJ","73,168",85.3
34009,NJ,"Cape May County, NJ","66,565",77.6
34011,NJ,"Cumberland County, NJ","54,179",63.2
34013,NJ,"Essex County, NJ","64,522",75.2
34015,NJ,"Gloucester County, NJ","87,996",102.6
34017,NJ,"Hudson County, NJ","77,738",90.6
34019,NJ,"Hunterdon County, NJ","117,275",136.7
34021,NJ,"Mercer County, NJ","79,475",92.6
34023,NJ,"Middlesex County, NJ","92,770",108.1
34025,NJ,"Monmouth County, NJ","102,579",119.6
34027,NJ,"Morris County, NJ","116,328",135.6
34029,NJ,"Ocean County, NJ","75,627",88.2
34031,NJ,"Passaic County, NJ","76,039",88.6
34033,NJ,"Salem County, NJ","68,146",79.4
34035,NJ,"Somerset County, NJ","112,722",131.4
34037,NJ,"Sussex County, NJ","100,281",116.9
34039,NJ,"Union County, NJ","79,953",93.2
34041,NJ,"Warren County, NJ","83,998",97.9
35000,NM,New Mexico,"52,021",100.0
35001,NM,"Bernalillo County, NM","56,148",107.9
35003,NM,"Catron County, NM","37,190",71.5
35005,NM,"Chaves County, NM","43,687",84.0
35006,NM,"Cibola County, NM","40,436",77.7
35007,NM,"Colfax County, NM","42,754",82.2
35009,NM,"Curry County, NM","45,623",87.7
35011,NM,"De Baca County, NM","34,746",66.8
35013,NM,"Dona Ana County, NM","43,618",83.8
35015,NM,"Eddy County, NM","63,671",122.4
35017,NM,"Grant County, NM","43,175",83.0
35019,NM,"Guadalupe County, NM","36,554",70.3
35021,NM,"Harding County, NM","38,162",73.4
35023,NM,"Hidalgo County, NM","37,322",71.7
35025,NM,"Lea County, NM","63,012",121.1
35027,NM,"Lincoln County, NM","47,254",90.8
35028,NM,"Los Alamos County, NM","122,001",234.5
35029,NM,"Luna County, NM","32,544",62.6
35031,NM,"McKinley County, NM","36,404",70.0
35033,NM,"Mora County, NM","36,968",71.1
35035,NM,"Otero County, NM","43,135",82.9
35037,NM,"Quay County, NM","34,596",66.5
35039,NM,"Rio Arriba County, NM","44,579",85.7
35041,NM,"Roosevelt County, NM","44,928",86.4
35043,NM,"Sandoval County, NM","71,118",136.7
35045,NM,"San Juan County, NM","46,201",88.8
35047,NM,"San Miguel County, NM","36,986",71.1
35049,NM,"Santa Fe County, NM","61,791",118.8
35051,NM,"Sierra County, NM","33,661",64.7
35053,NM,"Socorro County, NM","39,582",76.1
35055,NM,"Taos County, NM","43,032",82.7
35057,NM,"Torrance County, NM","39,532",76.0
35059,NM,"Union County, NM","38,221",73.5
35061,NM,"Valencia County, NM","54,867",105.5
36000,NY,New York,"72,038",100.0
36001,NY,"Albany County, NY","69,408",96.3
36003,NY,"Allegany County, NY","49,411",68.6
36005,NY,"Bronx County, NY","41,470",57.6
36007,NY,"Broome County, NY","52,179",72.4
36009,NY,"Cattaraugus County, NY","50,783",70.5
36011,NY,"Cayuga County, NY","58,055",80.6
36013,NY,"Chautauqua County, NY","50,143",69.6
36015,NY,"Chemung County, NY","58,400",81.1
36017,NY,"Chenango County, NY","51,894",72.0
36019,NY,"Clinton County, NY","59,069",82.0
36021,NY,"Columbia County, NY","71,563",99.3
36023,NY,"Cortland County, NY","55,143",76.5
36025,NY,"Delaware County, NY","51,038",70.8
36027,NY,"Dutchess County, NY","84,564",117.4
36029,NY,"Erie County, NY","60,620",84.2
36031,NY,"Essex County, NY","55,091",76.5
36033,NY,"Franklin County, NY","48,943",67.9
36035,NY,"Fulton County, NY","50,061",69.5
36037,NY,"Genesee County, NY","62,570",86.9
36039,NY,"Greene County, NY","54,746",76.0
36041,NY,"Hamilton County, NY","60,148",83.5
36043,NY,"Herkimer County, NY","55,778",77.4
36045,NY,"Jefferson County, NY","53,829",74.7
36047,NY,"Kings County, NY","66,501",92.3
36049,NY,"Lewis County, NY","56,599",78.6
36051,NY,"Livingston County, NY","60,268",83.7
36053,NY,"Madison County, NY","61,713",85.7
36055,NY,"Monroe County, NY","62,159",86.3
36057,NY,"Montgomery County, NY","52,092",72.3
36059,NY,"Nassau County, NY","117,767",163.5
36061,NY,"New York County, NY","93,007",129.1
36063,NY,"Niagara County, NY","56,371",78.3
36065,NY,"Oneida County, NY","56,516",78.5
36067,NY,"Onondaga County, NY","61,597",85.5
36069,NY,"Ontario County, NY","66,754",92.7
36071,NY,"Orange County, NY","83,188",115.5
36073,NY,"Orleans County, NY","53,115",73.7
36075,NY,"Oswego County, NY","57,640",80.0
36077,NY,"Otsego County, NY","52,414",72.8
36079,NY,"Putnam County, NY","105,600",146.6
36081,NY,"Queens County, NY","72,975",101.3
36083,NY,"Rensselaer County, NY","70,688",98.1
36085,NY,"Richmond County, NY","86,624",120.2
36087,NY,"Rockland County, NY","99,831",138.6
36089,NY,"St. Lawrence County, NY","51,742",71.8
36091,NY,"Saratoga County, NY","89,071",123.6
36093,NY,"Schenectady County, NY","64,960",90.2
36095,NY,"Schoharie County, NY","58,927",81.8
36097,NY,"Schuyler County, NY","52,215",72.5
36099,NY,"Seneca County, NY","51,064",70.9
36101,NY,"Steuben County, NY","53,167",73.8
36103,NY,"Suffolk County, NY","105,241",146.1
36105,NY,"Sullivan County, NY","58,851",81.7
36107,NY,"Tioga County, NY","60,699",84.3
36109,NY,"Tompkins County, NY","59,176",82.1
36111,NY,"Ulster County, NY","64,090",89.0
36113,NY,"Warren County, NY","63,240",87.8
36115,NY,"Washington County, NY","56,897",79.0
36117,NY,"Wayne County, NY","61,989",86.1
36119,NY,"Westchester County, NY","101,741",141.2
36121,NY,"Wyoming County, NY","58,214",80.8
36123,NY,"Yates County, NY","60,612",84.1
37000,NC,North Carolina,"57,388",100.0
37001,NC,"Alamance County, NC","57,963",101.0
37003,NC,"Alexander County, NC","54,960",95.8
37005,NC,"Alleghany County, NC","41,420",72.2
37007,NC,"Anson County, NC","40,826",71.1
37009,NC,"Ashe County, NC","41,542",72.4
37011,NC,"Avery County, NC","45,823",79.8
37013,NC,"Beaufort County, NC","49,410",86.1
37015,NC,"Bertie County, NC","37,899",66.0
37017,NC,"Bladen County, NC","42,260",73.6
37019,NC,"Brunswick County, NC","63,712",111.0
37021,NC,"Buncombe County, NC","55,448",96.6
37023,NC,"Burke County, NC","47,890",83.4
37025,NC,"Cabarrus County, NC","72,071",125.6
37027,NC,"Caldwell County, NC","48,512",84.5
37029,NC,"Camden County, NC","69,610",121.3
37031,NC,"Carteret County, NC","60,058",104.7
37033,NC,"Caswell County, NC","51,240",89.3
37035,NC,"Catawba County, NC","53,688",93.6
37037,NC,"Chatham County, NC","70,258",122.4
37039,NC,"Cherokee County, NC","42,764",74.5
37041,NC,"Chowan County, NC","47,126",82.1
37043,NC,"Clay County, NC","47,116",82.1
37045,NC,"Cleveland County, NC","46,012",80.2
37047,NC,"Columbus County, NC","39,531",68.9
37049,NC,"Craven County, NC","53,372",93.0
37051,NC,"Cumberland County, NC","46,599",81.2
37053,NC,"Currituck County, NC","70,699",123.2
37055,NC,"Dare County, NC","63,033",109.8
37057,NC,"Davidson County, NC","53,924",94.0
37059,NC,"Davie County, NC","63,828",111.2
37061,NC,"Duplin County, NC","44,929",78.3
37063,NC,"Durham County, NC","65,541",114.2
37065,NC,"Edgecombe County, NC","40,784",71.1
37067,NC,"Forsyth County, NC","53,054",92.4
37069,NC,"Franklin County, NC","57,371",100.0
37071,NC,"Gaston County, NC","56,542",98.5
37073,NC,"Gates County, NC","54,204",94.5
37075,NC,"Graham County, NC","45,813",79.8
37077,NC,"Granville County, NC","54,300",94.6
37079,NC,"Greene County, NC","44,648",77.8
37081,NC,"Guilford County, NC","55,820",97.3
37083,NC,"Halifax County, NC","38,727",67.5
37085,NC,"Harnett County, NC","55,619",96.9
37087,NC,"Haywood County, NC","51,612",89.9
37089,NC,"Henderson County, NC","61,651",107.4
37091,NC,"Hertford County, NC","42,374",73.8
37093,NC,"Hoke County, NC","48,420",84.4
37095,NC,"Hyde County, NC","43,112",75.1
37097,NC,"Iredell County, NC","68,308",119.0
37099,NC,"Jackson County, NC","47,759",83.2
37101,NC,"Johnston County, NC","62,835",109.5
37103,NC,"Jones County, NC","46,275",80.6
37105,NC,"Lee County, NC","53,114",92.6
37107,NC,"Lenoir County, NC","39,947",69.6
37109,NC,"Lincoln County, NC","70,479",122.8
37111,NC,"McDowell County, NC","46,370",80.8
37113,NC,"Macon County, NC","46,279",80.6
37115,NC,"Madison County, NC","50,062",87.2
37117,NC,"Martin County, NC","39,413",68.7
37119,NC,"Mecklenburg County, NC","69,455",121.0
37121,NC,"Mitchell County, NC","47,675",83.1
37123,NC,"Montgomery County, NC","46,497",81.0
37125,NC,"Moore County, NC","63,942",111.4
37127,NC,"Nash County, NC","50,902",88.7
37129,NC,"New Hanover County, NC","57,252",99.8
37131,NC,"Northampton County, NC","39,777",69.3
37133,NC,"Onslow County, NC","50,645",88.3
37135,NC,"Orange County, NC","74,314",129.5
37137,NC,"Pamlico County, NC","52,522",91.5
37139,NC,"Pasquotank County, NC","51,245",89.3
37141,NC,"Pender County, NC","60,405",105.3
37143,NC,"Perquimans County, NC","50,804",88.5
37145,NC,"Person County, NC","54,553",95.1
37147,NC,"Pitt County, NC","52,961",92.3
37149,NC,"Polk County, NC","53,405",93.1
37151,NC,"Randolph County, NC","50,129",87.4
37153,NC,"Richmond County, NC","40,518",70.6
37155,NC,"Robeson County, NC","36,366",63.4
37157,NC,"Rockingham County, NC","44,686",77.9
37159,NC,"Rowan County, NC","52,051",90.7
37161,NC,"Rutherford County, NC","44,547",77.6
37163,NC,"Sampson County, NC","45,997",80.2
37165,NC,"Scotland County, NC","39,197",68.3
37167,NC,"Stanly County, NC","58,303",101.6
37169,NC,"Stokes County, NC","52,356",91.2
37171,NC,"Surry County, NC","48,637",84.8
37173,NC,"Swain County, NC","46,075",80.3
37175,NC,"Transylvania County, NC","55,628",96.9
37177,NC,"Tyrrell County, NC","37,680",65.7
37179,NC,"Union County, NC","86,138",150.1
37181,NC,"Vance County, NC","40,450",70.5
37183,NC,"Wake County, NC","84,377",147.0
37185,NC,"Warren County, NC","37,027",64.5
37187,NC,"Washington County, NC","40,157",70.0
37189,NC,"Watauga County, NC","51,630",90.0
37191,NC,"Wayne County, NC","45,634",79.5
37193,NC,"Wilkes County, NC","45,250",78.8
37195,NC,"Wilson County, NC","42,414",73.9
37197,NC,"Yadkin County, NC","50,929",88.7
37199,NC,"Yancey County, NC","47,664",83.1
38000,ND,North Dakota,"67,402",100.0
38001,ND,"Adams County, ND","55,880",82.9
38003,ND,"Barnes County, ND","60,689",90.0
38005,ND,"Benson County, ND","45,709",67.8
38007,ND,"Billings County, ND","69,528",103.2
38009,ND,"Bottineau County, ND","62,904",93.3
38011,ND,"Bowman County, ND","65,411",97.0
38013,ND,"Burke County, ND","67,545",100.2
38015,ND,"Burleigh County, ND","73,565",109.1
38017,ND,"Cass County, ND","63,977",94.9
38019,ND,"Cavalier County, ND","63,484",94.2
38021,ND,"Dickey County, ND","57,490",85.3
38023,ND,"Divide County, ND","61,506",91.3
38025,ND,"Dunn County, ND","75,723",112.3
38027,ND,"Eddy County, ND","54,465",80.8
38029,ND,"Emmons County, ND","53,073",78.7
38031,ND,"Foster County, ND","54,917",81.5
38033,ND,"Golden Valley County, ND","58,370",86.6
38035,ND,"Grand Forks County, ND","57,388",85.1
38037,ND,"Grant County, ND","41,841",62.1
38039,ND,"Griggs County, ND","56,527",83.9
38041,ND,"Hettinger County, ND","54,600",81.0
38043,ND,"Kidder County, ND","50,570",75.0
38045,ND,"LaMoure County, ND","56,059",83.2
38047,ND,"Logan County, ND","51,496",76.4
38049,ND,"McHenry County, ND","59,661",88.5
38051,ND,"McIntosh County, ND","47,349",70.2
38053,ND,"McKenzie County, ND","86,890",128.9
38055,ND,"McLean County, ND","67,453",100.1
38057,ND,"Mercer County, ND","83,341",123.6
38059,ND,"Morton County, ND","68,051",101.0
38061,ND,"Mountrail County, ND","69,040",102.4
38063,ND,"Nelson County, ND","56,098",83.2
38065,ND,"Oliver County, ND","72,919",108.2
38067,ND,"Pembina County, ND","59,970",89.0
38069,ND,"Pierce County, ND","56,753",84.2
38071,ND,"Ramsey County, ND","60,710",90.1
38073,ND,"Ransom County, ND","66,422",98.5
38075,ND,"Renville County, ND","84,986",126.1
38077,ND,"Richland County, ND","62,837",93.2
38079,ND,"Rolette County, ND","45,296",67.2
38081,ND,"Sargent County, ND","67,551",100.2
38083,ND,"Sheridan County, ND","58,725",87.1
38085,ND,"Sioux County, ND","37,133",55.1
38087,ND,"Slope County, ND","52,695",78.2
38089,ND,"Stark County, ND","68,759",102.0
38091,ND,"Steele County, ND","67,661",100.4
38093,ND,"Stutsman County, ND","60,297",89.5
38095,ND,"Towner County, ND","53,024",78.7
38097,ND,"Traill County, ND","69,443",103.0
38099,ND,"Walsh County, ND","59,153",87.8
38101,ND,"Ward County, ND","68,634",101.8
38103,ND,"Wells County, ND","56,167",83.3
38105,ND,"Williams County, ND","84,606",125.5
39000,OH,Ohio,"58,704",100.0
39001,OH,"Adams County, OH","43,145",73.5
39003,OH,"Allen County, OH","58,271",99.3
39005,OH,"Ashland County, OH","52,554",89.5
39007,OH,"Ashtabula County, OH","47,388",80.7
39009,OH,"Athens County, OH","43,621",74.3
39011,OH,"Auglaize County, OH","64,227",109.4
39013,OH,"Belmont County, OH","50,166",85.5
39015,OH,"Brown County, OH","58,441",99.6
39017,OH,"Butler County, OH","68,611",116.9
39019,OH,"Carroll County, OH","56,999",97.1
39021,OH,"Champaign County, OH","62,077",105.7
39023,OH,"Clark County, OH","50,832",86.6
39025,OH,"Clermont County, OH","68,724",117.1
39027,OH,"Clinton County, OH","52,870",90.1
39029,OH,"Columbiana County, OH","52,693",89.8
39031,OH,"Coshocton County, OH","49,679",84.6
39033,OH,"Crawford County, OH","49,484",84.3
39035,OH,"Cuyahoga County, OH","52,503",89.4
39037,OH,"Darke County, OH","56,824",96.8
39039,OH,"Defiance County, OH","60,918",103.8
39041,OH,"Delaware County, OH","110,252",187.8
39043,OH,"Erie County, OH","60,790",103.6
39045,OH,"Fairfield County, OH","71,782",122.3
39047,OH,"Fayette County, OH","51,023",86.9
39049,OH,"Franklin County, OH","64,648",110.1
39051,OH,"Fulton County, OH","64,334",109.6
39053,OH,"Gallia County, OH","48,094",81.9
39055,OH,"Geauga County, OH","79,865",136.0
39057,OH,"Greene County, OH","69,709",118.7
39059,OH,"Guernsey County, OH","48,283",82.2
39061,OH,"Hamilton County, OH","60,251",102.6
39063,OH,"Hancock County, OH","62,720",106.8
39065,OH,"Hardin County, OH","51,155",87.1
39067,OH,"Harrison County, OH","50,137",85.4
39069,OH,"Henry County, OH","61,351",104.5
39071,OH,"Highland County, OH","47,126",80.3
39073,OH,"Hocking County, OH","51,016",86.9
39075,OH,"Holmes County, OH","62,596",106.6
39077,OH,"Huron County, OH","56,704",96.6
39079,OH,"Jackson County, OH","50,671",86.3
39081,OH,"Jefferson County, OH","47,652",81.2
39083,OH,"Knox County, OH","59,957",102.1
39085,OH,"Lake County, OH","65,040",110.8
39087,OH,"Lawrence County, OH","46,433",79.1
39089,OH,"Licking County, OH","66,321",113.0
39091,OH,"Logan County, OH","60,624",103.3
39093,OH,"Lorain County, OH","59,201",100.8
39095,OH,"Lucas County, OH","49,924",85.0
39097,OH,"Madison County, OH","65,696",111.9
39099,OH,"Mahoning County, OH","48,018",81.8
39101,OH,"Marion County, OH","51,479",87.7
39103,OH,"Medina County, OH","78,540",133.8
39105,OH,"Meigs County, OH","43,754",74.5
39107,OH,"Mercer County, OH","67,075",114.3
39109,OH,"Miami County, OH","63,524",108.2
39111,OH,"Monroe County, OH","48,231",82.2
39113,OH,"Montgomery County, OH","54,704",93.2
39115,OH,"Morgan County, OH","46,883",79.9
39117,OH,"Morrow County, OH","59,498",101.4
39119,OH,"Muskingum County, OH","52,105",88.8
39121,OH,"Noble County, OH","50,788",86.5
39123,OH,"Ottawa County, OH","63,352",107.9
39125,OH,"Paulding County, OH","58,100",99.0
39127,OH,"Perry County, OH","51,875",88.4
39129,OH,"Pickaway County, OH","63,931",108.9
39131,OH,"Pike County, OH","46,255",78.8
39133,OH,"Portage County, OH","57,439",97.8
39135,OH,"Preble County, OH","62,128",105.8
39137,OH,"Putnam County, OH","73,454",125.1
39139,OH,"Richland County, OH","51,883",88.4
39141,OH,"Ross County, OH","54,728",93.2
39143,OH,"Sandusky County, OH","58,415",99.5
39145,OH,"Scioto County, OH","45,410",77.4
39147,OH,"Seneca County, OH","55,664",94.8
39149,OH,"Shelby County, OH","64,304",109.5
39151,OH,"Stark County, OH","55,623",94.8
39153,OH,"Summit County, OH","57,753",98.4
39155,OH,"Trumbull County, OH","47,966",81.7
39157,OH,"Tuscarawas County, OH","54,150",92.2
39159,OH,"Union County, OH","91,597",156.0
39161,OH,"Van Wert County, OH","55,361",94.3
39163,OH,"Vinton County, OH","46,301",78.9
39165,OH,"Warren County, OH","91,645",156.1
39167,OH,"Washington County, OH","52,565",89.5
39169,OH,"Wayne County, OH","58,747",100.1
39171,OH,"Williams County, OH","54,239",92.4
39173,OH,"Wood County, OH","64,723",110.3
39175,OH,"Wyandot County, OH","61,733",105.2
40000,OK,Oklahoma,"54,447",100.0
40001,OK,"Adair County, OK","39,589",72.7
40003,OK,"Alfalfa County, OK","57,497",105.6
40005,OK,"Atoka County, OK","41,872",76.9
40007,OK,"Beaver County, OK","55,397",101.7
40009,OK,"Beckham County, OK","50,512",92.8
40011,OK,"Blaine County, OK","50,574",92.9
40013,OK,"Bryan County, OK","44,074",80.9
40015,OK,"Caddo County, OK","45,755",84.0
40017,OK,"Canadian County, OK","75,111",138.0
40019,OK,"Carter County, OK","51,895",95.3
40021,OK,"Cherokee County, OK","45,544",83.6
40023,OK,"Choctaw County, OK","37,131",68.2
40025,OK,"Cimarron County, OK","47,602",87.4
40027,OK,"Cleveland County, OK","64,706",118.8
40029,OK,"Coal County, OK","41,273",75.8
40031,OK,"Comanche County, OK","51,184",94.0
40033,OK,"Cotton County, OK","46,450",85.3
40035,OK,"Craig County, OK","42,978",78.9
40037,OK,"Creek County, OK","54,737",100.5
40039,OK,"Custer County, OK","51,803",95.1
40041,OK,"Delaware County, OK","44,602",81.9
40043,OK,"Dewey County, OK","56,316",103.4
40045,OK,"Ellis County, OK","54,013",99.2
40047,OK,"Garfield County, OK","58,381",107.2
40049,OK,"Garvin County, OK","46,786",85.9
40051,OK,"Grady County, OK","63,647",116.9
40053,OK,"Grant County, OK","60,303",110.8
40055,OK,"Greer County, OK","38,641",71.0
40057,OK,"Harmon County, OK","37,988",69.8
40059,OK,"Harper County, OK","40,265",74.0
40061,OK,"Haskell County, OK","41,643",76.5
40063,OK,"Hughes County, OK","37,631",69.1
40065,OK,"Jackson County, OK","48,430",88.9
40067,OK,"Jefferson County, OK","39,785",73.1
40069,OK,"Johnston County, OK","41,805",76.8
40071,OK,"Kay County, OK","48,522",89.1
40073,OK,"Kingfisher County, OK","68,839",126.4
40075,OK,"Kiowa County, OK","39,788",73.1
40077,OK,"Latimer County, OK","42,014",77.2
40079,OK,"Le Flore County, OK","42,378",77.8
40081,OK,"Lincoln County, OK","51,012",93.7
40083,OK,"Logan County, OK","66,625",122.4
40085,OK,"Love County, OK","51,481",94.6
40087,OK,"McClain County, OK","75,009",137.8
40089,OK,"McCurtain County, OK","40,803",74.9
40091,OK,"McIntosh County, OK","40,614",74.6
40093,OK,"Major County, OK","59,690",109.6
40095,OK,"Marshall County, OK","45,005",82.7
40097,OK,"Mayes County, OK","49,293",90.5
40099,OK,"Murray County, OK","50,965",93.6
40101,OK,"Muskogee County, OK","43,392",79.7
40103,OK,"Noble County, OK","56,307",103.4
40105,OK,"Nowata County, OK","47,456",87.2
40107,OK,"Okfuskee County, OK","39,265",72.1
40109,OK,"Oklahoma County, OK","56,272",103.4
40111,OK,"Okmulgee County, OK","41,725",76.6
40113,OK,"Osage County, OK","50,667",93.1
40115,OK,"Ottawa County, OK","41,530",76.3
40117,OK,"Pawnee County, OK","47,646",87.5
40119,OK,"Payne County, OK","43,025",79.0
40121,OK,"Pittsburg County, OK","47,215",86.7
40123,OK,"Pontotoc County, OK","49,510",90.9
40125,OK,"Pottawatomie County, OK","52,747",96.9
40127,OK,"Pushmataha County, OK","37,718",69.3
40129,OK,"Roger Mills County, OK","59,286",108.9
40131,OK,"Rogers County, OK","67,054",123.2
40133,OK,"Seminole County, OK","40,725",74.8
40135,OK,"Sequoyah County, OK","43,038",79.0
40137,OK,"Stephens County, OK","47,826",87.8
40139,OK,"Texas County, OK","56,014",102.9
40141,OK,"Tillman County, OK","41,251",75.8
40143,OK,"Tulsa County, OK","57,668",105.9
40145,OK,"Wagoner County, OK","65,191",119.7
40147,OK,"Washington County, OK","62,515",114.8
40149,OK,"Washita County, OK","50,823",93.3
40151,OK,"Woods County, OK","40,684",74.7
40153,OK,"Woodward County, OK","73,253",134.5
41000,OR,Oregon,"66,955",100.0
41001,OR,"Baker County, OR","48,530",72.5
41003,OR,"Benton County, OR","69,148",103.3
41005,OR,"Clackamas County, OR","80,539",120.3
41007,OR,"Clatsop County, OR","59,339",88.6
41009,OR,"Columbia County, OR","72,285",108.0
41011,OR,"Coos County, OR","49,504",73.9
41013,OR,"Crook County, OR","58,739",87.7
41015,OR,"Curry County, OR","51,267",76.6
41017,OR,"Deschutes County, OR","71,880",107.4
41019,OR,"Douglas County, OR","48,940",73.1
41021,OR,"Gilliam County, OR","61,205",91.4
41023,OR,"Grant County, OR","49,792",74.4
41025,OR,"Harney County, OR","39,874",59.6
41027,OR,"Hood River County, OR","68,835",102.8
41029,OR,"Jackson County, OR","56,367",84.2
41031,OR,"Jefferson County, OR","52,543",78.5
41033,OR,"Josephine County, OR","47,533",71.0
41035,OR,"Klamath County, OR","53,030",79.2
41037,OR,"Lake County, OR","47,867",71.5
41039,OR,"Lane County, OR","57,212",85.4
41041,OR,"Lincoln County, OR","52,276",78.1
41043,OR,"Linn County, OR","61,084",91.2
41045,OR,"Malheur County, OR","42,019",62.8
41047,OR,"Marion County, OR","64,058",95.7
41049,OR,"Morrow County, OR","59,781",89.3
41051,OR,"Multnomah County, OR","72,469",108.2
41053,OR,"Polk County, OR","69,757",104.2
41055,OR,"Sherman County, OR","60,035",89.7
41057,OR,"Tillamook County, OR","52,298",78.1
41059,OR,"Umatilla County, OR","58,286",87.1
41061,OR,"Union County, OR","54,264",81.0
41063,OR,"Wallowa County, OR","52,106",77.8
41065,OR,"Wasco County, OR","56,993",85.1
41067,OR,"Washington County, OR","85,665",127.9
41069,OR,"Wheeler County, OR","42,747",63.8
41071,OR,"Yamhill County, OR","71,815",107.3
42000,PA,Pennsylvania,"63,455",100.0
42001,PA,"Adams County, PA","67,706",106.7
42003,PA,"Allegheny County, PA","64,799",102.1
42005,PA,"Armstrong County, PA","56,259",88.7
42007,PA,"Beaver County, PA","60,323",95.1
42009,PA,"Bedford County, PA","54,251",85.5
